statements,status
I have to admit that I have not been the best friend lately. I have been so busy with work and other things that I have not been as available as I would like to be. I'm sorry for that.,Positive
"I canâ€™t believe itâ€™s raining again, I went to the store and it was pouring. I donâ€™t get it.",Negative
I need to go to the library.,Negative
"I've been working so hard lately, and I'm starting to feel really overwhelmed. I don't know how much longer I can keep up this pace.",Negative
I am feeling Positive and content with my life right now.,Positive
I'm so tired. I feel like I have no energy. I need to get some rest.,Negative
I love my baby so much.,Positive
My life has been too quiet lately. I think it's time for some changes.,Negative
"It's a paradox, but it's true. The more you try to find something meaningful in your life, the more you realize how meaningless everything is.",Negative
"I am a strong supporter of women's rights, and I have been very involved in the fight for gender equality.",Negative
I am so exhausted today. I don't know how I'm going to make it through the day.,Negative
255.55,Negative
I'm so stressed out. The kids are driving me crazy.,Negative
I'm not sure how I feel about this relationship.,Positive
"I'm trying to understand what I feel, but I can't find the words. I just feel Negative and lost.",Negative
I wish I had more motivation to get things done today.,Negative
"I feel like I am living in a dream world, but I am not sure if it is a good one or a bad one.",Positive
"That was a great day. No work, just having fun with friends.",Positive
"He's so far away from me, and I wish he would come back.",Negative
I feel so tired today. I want to stay in bed and sleep all day.,Negative
I'm so lonely. I feel like I'm the only person in the world.,Negative
"I love you, but I can't be with you because I'm not sure if I want to be with anyone else.",Negative
I'm so afraid of being alone.,Positive
"I'm hoping to get an invitation to the school's final dance. I don't think that I will have a date, but maybe I can go with the girls.",Positive
I'm so tired of being the only one who cares about this relationship.,Negative
"My life is far from perfect, but I can't say that it's bad.",Positive
I can't believe I am going to be a mother.,Positive
I am so tired. I have been up since 5:00 this morning and I still have so much to do.,Positive
I've been so busy lately that I haven't had a chance to really sit and think about things.,Negative
I feel Negative today.,Negative
I am so glad that I met you. You are such a special person to me.,Positive
I'm not sure what to do with my life anymore. It seems like everything I've been working towards has been taken away from me in one swift blow. I can't seem to find any motivation to keep going.,Negative
I felt so great today.,Positive
My heart is full of love for you.,Positive
I can't seem to get any better at my job.,Negative
I'm not sure if I'm ready to be a mom yet.,Negative
"I had a dream that I was running through the streets of Paris, dressed in a beautiful white dress and holding hands with my love.",Positive
I'm not sure what to do with all of this free time.,Negative
"I am a woman who has been in a relationship for years. I have been with him for a long time, and we have always been Positive together.",Negative
I love to watch the sunrise. It's so peaceful and calming.,Positive
I wonder if I will ever get over her. I have been thinking about her for weeks now.,Negative
"I've been feeling a little down lately. I'm not sure what's causing it, but I think it's a combination of things.",Negative
I'm so tired of being single. I wish I could meet a man who would love me for who I am.,Negative
I wish I could be more outgoing and not so shy.,Negative
"I'm always telling my husband and kids that I'm sorry. I know I'm not a good mom and wife, but I really don't know how to change that.",Negative
I'm glad I'm not a part of the human race anymore.,Negative
I can't believe my friends are getting married.,Positive
I'm not sure how much I believe anymore.,Negative
My life is a mess and I can't seem to get it together.,Negative
"Youâ€™ve been asking me to stay for a while now, and Iâ€™ve been avoiding it. Call it a question of pride, or the fact that I donâ€™t want to hurt your feelings. But Iâ€™m going to be blunt with you: Iâ€™m not ready to be in a relationship",Negative
I'm so Positive to have found you! You're the best thing that's ever happened to me. I'm so lucky to have you in my life.,Positive
I have so many things to do at work that I don't have any time to do anything else.,Negative
I'm so glad she is my daughter.,Positive
