statements,status
I was so happy to hear from you yesterday! It was so good to hear from you and I'm so glad that you're doing well. I hope that you're doing well too. I'm so glad that you're doing well.,happy
I'm going to keep my distance from him for a while.,sad
"I just can't believe that I'm going to be 30 years old in a few months. It feels like just yesterday I was a teenager, and now here I am, about to enter my 30s. Sometimes I wish I could go back to those days, when everything seemed simpler and",sad
I have so much to do and not enough time.,sad
I'm not sure if I should tell him how I feel. What if he doesn't feel the same way?,happy
I can't believe how much I ate today.,sad
I have been thinking about my situation and I am not happy about it.,sad
I'm not sure how to feel about this.,sad
"I want to have a baby, but I'm not ready yet.",sad
I was feeling so alone today that I wished I was dead.,sad
"I started writing my book today. It was a slow start, but I'm sure I will get the hang of it soon.",happy
I'm so ready to get this over with.,sad
I'm so happy I can't stand it. My baby is so precious and I love her so much. I just can't wait for her to grow up so we can have some fun together.,happy
There are so many things I need to do. I should really go to sleep.,sad
He will be back in a week.,happy
"I really like this new job. I have been feeling down for so long, maybe it will cheer me up.",happy
I had a dream that he was walking with me through a field of grass and we were holding hands and talking about our future.,happy
I can't wait to see my mom tomorrow. I miss her so much.,happy
I'm so glad that I'm going to be able to get married.,happy
I don't know what to do. I feel so confused.,sad
I'm so excited for tonight's party! I have a feeling it's going to be a lot of fun.,happy
I feel so alone. I wonder if anyone will ever love me.,sad
I am so glad that I have you in my life.,happy
I'm so happy that I get to spend some time with my friends today.,happy
I need to get on top of this grammatical style thing.,happy
I'm so happy that you're spending the night with me.,happy
"I love you more than ever, darling.",happy
I am so happy that I am going to be a mother. My life is going to be so much better now.,happy
Today I had a wonderful day. I went shopping with my best friend and we had so much fun. We got matching outfits and it was such a great day.,happy
"It's been a month since we moved and there's still a part of me that wants to go back, not sure if that part of me is going to ever go away.",sad
"I don't know what to do, but I'm going to keep trying.",happy
I don't know how much longer I can put up with my husband.,sad
"I feel like I am at a crossroads in my life, and I am not sure which direction to go. I need to figure out what I want to do with my life, and I am not sure how to do that. I am feeling lost and confused.",sad
"Wednesday, January 29th, 1986",sad
I just met this guy. He's amazing...,happy
I'm so afraid of being alone. I'm so afraid of losing you. I never want to be alone again.,sad
I love my life.,happy
I feel like I'm not doing enough.,sad
"I love my husband so much, I just cannot stop thinking about him. We have been married for 10 years and it has been the most wonderful time of my life.",happy
I'm so grateful to be alive and I'm so grateful to be in recovery.,happy
I don't know what I'm going to do but I'm going to do it.,happy
"The world is way too big for me to explore alone, so I need a man to be my travel partner.",sad
I wonder where the time went.,sad
"I feel like I'm so close to something, but I can't quite put my finger on it.",happy
I was so moved by this story of a woman who was living there in a tent and just having fun.,happy
I can't believe he's still going on about that.,happy
The more I look at you the more I love you.,happy
"I want to be a good mother and wife, and I know I can do it if I just try hard enough.",happy
i feel like i'm not being listened to,sad
Iâ€™ve been doing a lot of thinking about him lately. I canâ€™t help but wonder if heâ€™s thinking about me too.,happy
I wish I had a friend that I could talk to on a daily basis.,sad
I have been thinking about our relationship and where it's going. I'm not sure if I'm ready to settle down yet. I want to travel and experience everything that life has to offer before I commit to one person. I don't want to be stuck in a rut and regret not doing,sad
I am much better at the end of the night.,happy
"After the first night of sleep in years, I woke up to the sound of the rain.",happy
"I'm just trying to find the one thing that will make a difference in my life, even if it's just a small difference.",sad
I've been thinking about you a lot.,happy
I feel like I'm losing my mind.,sad
I feel like I've been spinning my wheels all day. I just can't seem to get anything done.,sad
It's 2:00 in the morning.  I'm drunk and feeling so depressed.,sad
"He was very confused, and I felt very hurt.",sad
I think I need to get out of this relationship.,sad
I've been feeling really down lately.,sad
I spent the whole morning looking for my keys and now I can't find them!,happy
